district_code,season,year,lead_months,ndvi_mean,ndvi_climatology_mean,ndvi_anomaly,rainfall_mm,rainfall_climatology_mm,rainfall_anomaly
52,A,2022,4,0.6093593220967434,0.5906377629937875,0.01872155910295592,397.1245733836949,532.7701165154426,-135.64554313174773
51,A,2022,4,0.5555791761956194,0.5867641888615014,-0.031185012665882028,389.395302877258,537.6724565537642,-148.27715367650615
12,A,2022,4,0.5234207146702979,0.568861695178867,-0.04544098050856904,447.59762170577466,566.5595317284136,-118.96191002263896
13,A,2022,4,0.4573535816732991,0.556269903923189,-0.09891632224988989,412.1233870196481,549.0361204926747,-136.91273347302666
11,A,2022,4,0.5062658286407984,0.5557499918145764,-0.04948416317377802,440.5097017255608,569.3818444225695,-128.87214269700877
44,A,2022,4,0.5231266012167548,0.5342617028314773,-0.011135101614722531,472.824328836106,668.1525153546401,-195.32818651853404
42,A,2022,4,0.5948391839537591,0.5931116681670293,0.0017275157867298052,461.627352429263,636.4110449199464,-174.78369249068345
45,A,2022,4,0.6096718907570423,0.5934668573502707,0.016205033406771596,457.33234632185474,608.0765628121432,-150.7442164902884
43,A,2022,4,0.5693146374321947,0.5785218633809919,-0.009207225948797193,530.2429923596128,760.948092805632,-230.70510044601917
41,A,2022,4,0.5546422302581051,0.5710089314384026,-0.016366701180297483,481.49198468851415,616.511621175987,-135.01963648747284
22,A,2022,4,0.5937858783213512,0.5952345300902333,-0.0014486517688820921,533.2277813485566,689.784448705568,-156.5566673570114
24,A,2022,4,0.5635851544548782,0.5634030467912526,0.00018210766362558584,495.7674591022086,675.6982206230717,-179.93076152086314
28,A,2022,4,0.5559219948260569,0.5751026336519572,-0.019180638825900376,452.21057489514345,570.1193998072029,-117.9088249120594
27,A,2022,4,0.5589386990971594,0.5774512964947617,-0.01851259739760225,474.80409757224976,631.7151372206748,-156.91103964842506
25,A,2022,4,0.5258015992766591,0.5629983440811737,-0.037196744804514514,489.9372864023489,789.1854214642077,-299.2481350618588
21,A,2022,4,0.5636878264797034,0.5788589876681618,-0.015171161188458404,478.5895863239456,621.5758942561716,-142.98630793222605
23,A,2022,4,0.5488415129412787,0.5735772872407364,-0.024735774299457725,529.6090703769514,831.6756801327349,-302.0666097557835
26,A,2022,4,0.5396418789345032,0.5569278808089793,-0.017286001874476042,453.8706523685584,592.6909513481587,-138.8202989796003
31,A,2022,4,0.5897758511801656,0.5893821642012579,0.00039368697890773685,460.41466728165847,695.3883730727514,-234.97370579109293
35,A,2022,4,0.5846292533760925,0.5900406158512127,-0.005411362475120196,465.2735992851456,673.8697186110531,-208.59611932590752
34,A,2022,4,0.6039228394653925,0.5948705806999535,0.009052258765439025,502.4885249540919,727.5725236094592,-225.08399865536728
37,A,2022,4,0.5835418739457772,0.6023774613954869,-0.0188355874497097,515.3806453498734,833.533010090417,-318.1523647405436
33,A,2022,4,0.5815105775607702,0.5769727808837313,0.004537796677038908,465.7010431255806,665.9829310230813,-200.28188789750067
36,A,2022,4,0.6010545920445172,0.6203227980243009,-0.019268205979783737,527.3869621317303,877.9863588585017,-350.5993967267714
32,A,2022,4,0.5801618627938051,0.571044016756271,0.009117846037534072,462.6074778809052,670.2923260847152,-207.68484820381002
57,B,2022,2,0.5783930307908294,0.5739001134332963,0.004492917357533099,263.7140493156527,376.5577304029062,-112.84368108725351
53,B,2022,2,0.6464438440273735,0.6176071858614843,0.028836658165889206,304.4293202470554,399.5107073748903,-95.08138712783489
54,B,2022,2,0.6023253440059618,0.5703723644135502,0.03195297959241161,335.0982769400521,401.287028932554,-66.18875199250192
55,B,2022,2,0.6139958468918335,0.6163592754309388,-0.0023634285391053167,318.3855271949514,404.0304381942941,-85.6449109993427
56,B,2022,2,0.6221428909609019,0.6242072038268034,-0.0020643128659014742,308.9113128662243,413.0680489545157,-104.15673608829138
52,B,2022,2,0.6533314896088546,0.6073564576526104,0.045975031956244194,232.29677012581328,360.9724411513175,-128.67567102550424
51,B,2022,2,0.6243432870271213,0.6359377655041667,-0.011594478477045422,298.8306850854575,405.7263000799651,-106.89561499450758
12,B,2022,2,0.5618121662773697,0.6049687501461771,-0.043156583868807386,285.68892634072824,411.9794110900765,-126.29048474934825
13,B,2022,2,0.541443678378103,0.5864635444781099,-0.045019866100006856,280.1871454039978,397.4760912423368,-117.28894583833898
11,B,2022,2,0.5559988803869996,0.5799092271241147,-0.023910346737115118,284.79736335384047,409.9352091721143,-125.13784581827383
44,B,2022,2,0.5039470454918329,0.5486768065062346,-0.04472976101440174,258.48075133183625,455.2633029466824,-196.78255161484617
42,B,2022,2,0.5517895887852299,0.6029489539565223,-0.05115936517129238,258.0531563693782,461.64445104624207,-203.59129467686387
45,B,2022,2,0.6178291414211162,0.6220479754459085,-0.004218834024792284,273.7817081979703,447.5296024557523,-173.74789425778198
43,B,2022,2,0.4554736665747871,0.5428995679856783,-0.08742590141089118,270.2979316533486,522.1300409683338,-251.8321093149852
41,B,2022,2,0.5713812711853498,0.5951146362825944,-0.023733365097244663,270.334677313549,458.42318605633886,-188.08850874278988
22,B,2022,2,0.6466631310233947,0.6359075812576838,0.010755549765710914,330.8158504976444,453.8242522898402,-123.0084017921958
24,B,2022,2,0.5691672268503062,0.5941235451482738,-0.024956318297967628,330.7394232419559,471.1706769969464,-140.4312537549905
28,B,2022,2,0.5750355561619889,0.5983721946542578,-0.02333663849226897,266.4025008505299,408.27005595496064,-141.86755510443072
27,B,2022,2,0.5385226446892714,0.5709007415833539,-0.03237809689408255,251.05941538252105,440.63969550551445,-189.5802801229934
25,B,2022,2,0.4882388426242213,0.5688025684225338,-0.08056372579831256,300.9703645691906,516.943896955481,-215.9735323862904
21,B,2022,2,0.6046366249953449,0.6203796153210037,-0.015742990325658845,294.3793143737943,432.63538282979823,-138.25606845600396
23,B,2022,2,0.5339076568565921,0.5833068673749423,-0.04939921051835017,340.4731590484363,524.0032955979748,-183.5301365495385
26,B,2022,2,0.5688607679456861,0.5826339460452773,-0.013773178099591221,282.63750562272395,416.2885976938609,-133.65109207113693
31,B,2022,2,0.5657248342406758,0.6189242882136365,-0.053199453972960775,258.461951204896,460.09706221433385,-201.63511100943782
35,B,2022,2,0.5568034488204564,0.5741294347246438,-0.017325985904187435,246.74289418350955,480.2031659931943,-233.46027180968477
34,B,2022,2,0.5277032887015783,0.5461900347560178,-0.01848674605443945,255.68334270523908,512.990985194441,-257.30764248920195
37,B,2022,2,0.6273996390261319,0.6352042951318045,-0.007804656105672603,302.8779794298343,504.1889195905493,-201.310940160715
33,B,2022,2,0.5656558195819119,0.5984650200374774,-0.03280920045556546,220.50668862931937,451.6406689591645,-231.13398032984512
36,B,2022,2,0.6318493223704975,0.6680329492098186,-0.03618362683932108,312.0882072874166,512.9579687246933,-200.86976143727668
32,B,2022,2,0.5349050448499603,0.5994311316110301,-0.06452608676106986,231.49856487487324,467.5523793824148,-236.05381450754157
57,B,2022,3,0.5752374000133033,0.5739001134332963,0.00133728658000698,343.7891472261343,376.5577304029062,-32.768583176771926
53,B,2022,3,0.6481119443951234,0.6176071858614843,0.030504758533639098,399.0766257405834,399.5107073748903,-0.4340816343068923
54,B,2022,3,0.6023111043431847,0.5703723644135502,0.031938739929634474,422.41490230007633,401.287028932554,21.12787336752234
55,B,2022,3,0.6260058944525345,0.6163592754309388,0.009646619021595693,398.4730842890741,404.0304381942941,-5.557353905219998
56,B,2022,3,0.6338136374448566,0.6242072038268034,0.009606433618053245,390.2386550501697,413.0680489545157,-22.829393904345977
52,B,2022,3,0.6545661176401911,0.6073564576526104,0.047209659987580754,331.74099698771425,360.9724411513175,-29.23144416360327
51,B,2022,3,0.6371844878583078,0.6359377655041667,0.0012467223541411387,391.7669824746769,405.7263000799651,-13.959317605288163
12,B,2022,3,0.569944526354091,0.6049687501461771,-0.03502422379208614,385.5285768627146,411.9794110900765,-26.450834227361895
13,B,2022,3,0.5369975957025649,0.5864635444781099,-0.049465948775545,373.9772457012603,397.4760912423368,-23.49884554107649
11,B,2022,3,0.5591700379519443,0.5799092271241147,-0.020739189172170436,389.53362221748256,409.9352091721143,-20.40158695463174
44,B,2022,3,0.5203602680905917,0.5486768065062346,-0.028316538415642967,437.4709952538504,455.2633029466824,-17.792307692832026
42,B,2022,3,0.5698810696640175,0.6029489539565223,-0.033067884292504734,424.95118126233245,461.64445104624207,-36.693269783909614
45,B,2022,3,0.628244207519893,0.6220479754459085,0.006196232073984453,414.05822803877584,447.5296024557523,-33.47137441697646
43,B,2022,3,0.4805128559525085,0.5428995679856783,-0.06238671203316981,456.56954931213966,522.1300409683338,-65.56049165619413
41,B,2022,3,0.5828634449577673,0.5951146362825944,-0.012251191324827104,418.76270971964897,458.42318605633886,-39.6604763366899
22,B,2022,3,0.6497501611480978,0.6359075812576838,0.013842579890414042,458.7453124555279,453.8242522898402,4.921060165687663
24,B,2022,3,0.5885411592867097,0.5941235451482738,-0.005582385861564121,483.4782008414253,471.1706769969464,12.307523844478908
28,B,2022,3,0.5822606385560156,0.5983721946542578,-0.01611155609824222,385.5591928356079,408.27005595496064,-22.710863119352723
27,B,2022,3,0.5472120920315606,0.5709007415833539,-0.023688649551793284,385.6927810535392,440.63969550551445,-54.94691445197526
25,B,2022,3,0.508319773034524,0.5688025684225338,-0.060482795388009825,457.9287473190864,516.943896955481,-59.0151496363946
21,B,2022,3,0.6112486940450267,0.6203796153210037,-0.009130921275977033,427.5671643596052,432.63538282979823,-5.068218470193017
23,B,2022,3,0.5364407474956677,0.5833068673749423,-0.04686611987927458,475.2760554546384,524.0032955979748,-48.72724014333636
26,B,2022,3,0.5733909585165905,0.5826339460452773,-0.009242987528686797,401.82587382850886,416.2885976938609,-14.462723865352018
31,B,2022,3,0.5940491287521148,0.6189242882136365,-0.024875159461521745,393.2210858251101,460.09706221433385,-66.87597638922375
35,B,2022,3,0.5650884004907973,0.5741294347246438,-0.009041034233846501,398.5782274430345,480.2031659931943,-81.62493855015981
34,B,2022,3,0.5405003184312154,0.5461900347560178,-0.0056897163248024185,434.1514881715474,512.990985194441,-78.83949702289362
37,B,2022,3,0.6313119411740051,0.6352042951318045,-0.0038923539577994104,473.583059125147,504.1889195905493,-30.605860465402316
33,B,2022,3,0.57883065874803,0.5984650200374774,-0.0196343612894474,357.23682122139934,451.6406689591645,-94.40384773776515
36,B,2022,3,0.6391860922649816,0.6680329492098186,-0.028846856944837018,454.0247421731407,512.9579687246933,-58.93322655155259
32,B,2022,3,0.5556061350450576,0.5994311316110301,-0.043824996565972496,371.2906340746677,467.5523793824148,-96.2617453077471
57,B,2022,4,0.5547074281301172,0.5739001134332963,-0.01919268530317908,351.76132139622626,376.5577304029062,-24.796409006679937
53,B,2022,4,0.6275300352877115,0.6176071858614843,0.00992284942622712,406.2048386325407,399.5107073748903,6.69413125765044
54,B,2022,4,0.5772065103255434,0.5703723644135502,0.006834145911993161,427.4706842118199,401.287028932554,26.183655279265906
55,B,2022,4,0.6096761438806282,0.6163592754309388,-0.006683131550310639,403.27629789142094,404.0304381942941,-0.7541403028731679
56,B,2022,4,0.6191442203952362,0.6242072038268034,-0.005062983431567192,397.18922201659296,413.0680489545157,-15.878826937922724
52,B,2022,4,0.6217976501132181,0.6073564576526104,0.01444119246060771,336.73867063830454,360.9724411513175,-24.233770513012985
51,B,2022,4,0.623127634424787,0.6359377655041667,-0.012810131079379672,395.9057665474165,405.7263000799651,-9.820533532548609
12,B,2022,4,0.5632823153955081,0.6049687501461771,-0.04168643475066902,393.2215732071612,411.9794110900765,-18.757837882915283
13,B,2022,4,0.5215383758043106,0.5864635444781099,-0.06492516867379927,381.81240264040434,397.4760912423368,-15.66368860193245
11,B,2022,4,0.5542996992660988,0.5799092271241147,-0.025609527858015957,396.7070454635615,409.9352091721143,-13.228163708552813
44,B,2022,4,0.5376736688571895,0.5486768065062346,-0.011003137649045147,452.2726186516497,455.2633029466824,-2.990684295032736
42,B,2022,4,0.5871885986943539,0.6029489539565223,-0.015760355262168346,443.0393765773192,461.64445104624207,-18.60507446892285
45,B,2022,4,0.6317437209137463,0.6220479754459085,0.009695745467837802,422.22514815852486,447.5296024557523,-25.304454297227437
43,B,2022,4,0.5153368671575843,0.5428995679856783,-0.027562700828093978,485.0801769947807,522.1300409683338,-37.0498639735531
41,B,2022,4,0.5930103395293819,0.5951146362825944,-0.0021042967532125534,431.18595541530914,458.42318605633886,-27.237230641029726
22,B,2022,4,0.6331690184341069,0.6359075812576838,-0.0027385628235768733,469.8792743434343,453.8242522898402,16.055022053594087
24,B,2022,4,0.5895692820290025,0.5941235451482738,-0.004554263119271318,492.8490796658555,471.1706769969464,21.678402668909143
28,B,2022,4,0.580594220465102,0.5983721946542578,-0.017777974189155832,393.71566020152017,408.27005595496064,-14.554395753440474
27,B,2022,4,0.5647271967958454,0.5709007415833539,-0.006173544787508534,398.4421986085158,440.63969550551445,-42.19749689699864
25,B,2022,4,0.5376575828575105,0.5688025684225338,-0.03114498556502332,474.331308194081,516.943896955481,-42.61258876140005
21,B,2022,4,0.6023072911600296,0.6203796153210037,-0.01807232416097415,438.6965065249459,432.63538282979823,6.061123695147671
23,B,2022,4,0.5611923252169431,0.5833068673749423,-0.02211454215799924,487.6547958820906,524.0032955979748,-36.3484997158842
26,B,2022,4,0.5716711548691794,0.5826339460452773,-0.010962791176097886,414.0226314485674,416.2885976938609,-2.265966245293498
31,B,2022,4,0.6075708082780273,0.6189242882136365,-0.011353479935609201,417.6622675311939,460.09706221433385,-42.434794683139955
35,B,2022,4,0.5743018599043295,0.5741294347246438,0.0001724251796856313,422.0092152756628,480.2031659931943,-58.19395071753149
34,B,2022,4,0.5609225126066181,0.5461900347560178,0.014732477850600278,465.2396696791124,512.990985194441,-47.7513155153286
37,B,2022,4,0.6512660066745861,0.6352042951318045,0.016061711542781576,499.5463120163829,504.1889195905493,-4.642607574166391
33,B,2022,4,0.5935148710351204,0.5984650200374774,-0.004950149002357018,398.8985654504081,451.6406689591645,-52.74210350875637
