geo_level,geo_code,crop,season,year,total_production_kg,total_area_ha,yield_kg_ha,yield_kg_ha_ci_low,yield_kg_ha_ci_high,n_plots,n_segments,reliability
district,52.0,beans,B,2023,2869270.4320390318,2695.377005486345,1064.5154374318447,858.7516343593315,1270.2792405043579,29,19,ok
district,52.0,beans,B,2024,1607298.0087051392,2304.740023854792,697.387988262925,386.5213223470301,1008.2546541788199,23,15,use_with_caution
district,52.0,beans,B,2025,2149217.880706787,2946.7927028567474,729.341388222946,457.2637995476671,1001.4189768982249,27,17,ok
district,53.0,beans,A,2023,1009337.345578003,1965.5043732829813,513.5258711697024,410.58633363516265,616.4654087042422,29,13,ok
district,53.0,beans,A,2024,1031843.4973754883,1389.660532602676,742.5147891643456,636.8439851357209,848.1855931929704,19,12,ok
district,53.0,beans,A,2025,1395445.861175537,2334.227527201852,597.8191264192328,485.7031333503965,709.9351194880692,32,19,ok
district,53.0,beans,B,2020,837975.8910168457,1219.376998168034,687.2164164780891,511.8052647923927,862.6275681637854,16,11,ok
district,53.0,beans,B,2021,1190452.4615142823,2226.1279374310916,534.763722020416,392.96219210659194,676.5652519342401,35,19,ok
district,53.0,beans,B,2022,863448.1718234252,1904.548633557615,453.3610518574898,303.48848054734606,603.2336231676336,26,15,ok
district,53.0,beans,B,2023,1725570.1431396483,3078.2019242305755,560.5773063672456,461.86993194168224,659.2846807928089,44,23,ok
district,53.0,beans,B,2024,2950990.917022705,4521.396293901596,652.6724766424402,556.1361241384387,749.2088291464416,55,21,ok
district,53.0,beans,B,2025,1912982.063873291,3579.306265147249,534.4560990772308,422.7021103862565,646.2100877682051,45,26,ok
district,54.0,beans,B,2021,987200.3028192138,2676.62317694079,368.8230421540028,267.83562165546573,469.81046265253985,30,21,ok
district,54.0,beans,B,2023,1218146.80430542,1831.8780792723453,664.9715491924494,453.82663203973266,876.1164663451661,22,10,ok
district,54.0,beans,B,2024,1619769.8125228882,1989.8262738823892,814.0257437462234,558.028890021294,1070.0225974711527,20,10,ok
district,54.0,beans,B,2025,2206993.639099121,4056.6142466010388,544.0481901744342,452.6179224905842,635.4784578582843,47,25,ok
district,55.0,beans,A,2020,561039.3975676679,1099.1327301723395,510.43825933533907,398.588435966135,622.2880827045431,17,13,ok
district,55.0,beans,A,2021,759678.6101385498,1890.748135899897,401.7873114427177,294.7177374771583,508.85688540827704,24,13,ok
district,55.0,beans,A,2022,491597.1314193726,1447.6597010911976,339.58058723940655,162.11783045771455,517.0433440210986,20,12,use_with_caution
district,55.0,beans,A,2024,440685.80184936523,866.1962670052766,508.7597564613849,315.3685460567218,702.150966866048,12,11,ok
district,55.0,beans,A,2025,993743.9613494873,1660.546776531337,598.4438230793397,488.2136920362049,708.6739541224745,23,16,ok
district,55.0,beans,B,2020,3694561.357846985,6729.5450128980365,549.0061141973023,462.14690469835324,635.8653236962513,92,36,ok
district,55.0,beans,B,2021,4404379.898008576,7541.074395063111,584.0520418273522,513.355589127626,654.7484945270785,138,38,ok
district,55.0,beans,B,2022,3231357.0347462464,7683.695561467427,420.5472495489038,371.6444827792521,469.45001631855547,105,37,ok
district,55.0,beans,B,2023,5699920.824888917,9397.29034991482,606.5494001619927,554.4791713321308,658.6196289918546,133,35,ok
district,55.0,beans,B,2024,5711492.358734131,11302.40158821935,505.33440297213457,457.6842729101368,552.9845330341323,140,40,ok
district,55.0,beans,B,2025,6847437.116729736,13547.720991313747,505.4309223758031,457.7875495188395,553.0742952327666,187,49,ok
district,56.0,beans,A,2020,387920.1047662848,930.4356492771115,416.9230887355549,240.23565196368406,593.6105255074258,15,12,use_with_caution
district,56.0,beans,A,2021,611809.107687378,1675.2915882400782,365.19559459502426,267.4317220642139,462.95946712583464,27,17,ok
district,56.0,beans,A,2022,518714.42716369627,1039.8068222089394,498.85653381437953,300.80780302702647,696.9052646017326,17,14,use_with_caution
district,56.0,beans,A,2023,1133687.4815216064,1833.2869905500572,618.3906215259053,473.6954376478836,763.085805403927,31,19,ok
district,56.0,beans,A,2024,763049.462966919,1231.4381779287173,619.6409017059796,525.6008059696554,713.6809974423037,19,14,ok
district,56.0,beans,A,2025,848116.7944335938,1408.158877209722,602.2877163648919,535.6502741110647,668.9251586187191,22,14,ok
district,56.0,beans,B,2020,2584348.602334595,3519.9450974842753,734.2013954085942,646.9398404836809,821.4629503335075,57,24,ok
district,56.0,beans,B,2021,2027369.731487732,2773.68183903494,730.9308886678668,630.7122151212928,831.1495622144408,66,29,ok
district,56.0,beans,B,2022,2360520.466506958,2819.9683528158575,837.0733891924278,703.3524331521971,970.7943452326585,44,20,ok
district,56.0,beans,B,2023,4558367.216845702,5416.47410800233,841.5746343384426,725.8558702137541,957.2933984631311,89,26,ok
district,56.0,beans,B,2024,2251069.8071746826,2981.0948744883194,755.1151177505078,657.469067664764,852.7611678362516,47,24,ok
district,56.0,beans,B,2025,4299353.63873291,6333.732642606712,678.8025136728012,614.3188484936064,743.2861788519959,97,37,ok
district,57.0,beans,A,2020,520196.09890830744,934.2251588158399,556.8209055380959,307.8811672880607,805.7606437881311,13,10,use_with_caution
district,57.0,beans,A,2021,393372.55121276854,720.4452326023033,546.0131227350576,379.93180160630243,712.0944438638127,11,10,ok
district,57.0,beans,A,2022,376072.0678855896,1108.2192419437608,339.3480763120284,31.94763289633164,646.7485197277251,13,12,use_with_caution
district,57.0,beans,A,2025,766506.7784423828,1980.7097660599666,386.9859136238421,298.2167066453331,475.75512060235116,28,20,ok
district,57.0,beans,B,2020,1371963.8468608093,3138.1102116877955,437.19428391997576,353.8245983944232,520.5639694455283,43,24,ok
district,57.0,beans,B,2021,912432.056280365,2518.565724781335,362.2824083177672,273.4249595039135,451.1398571316209,56,28,ok
district,57.0,beans,B,2022,836587.5101577758,2061.6141573967516,405.7924743852916,202.66979551312204,608.9151532574612,24,16,use_with_caution
district,57.0,beans,B,2023,582323.6519897461,1295.429995478372,449.52151333712766,330.51657346676666,568.5264532074887,17,12,ok
district,57.0,beans,B,2024,690307.5819091797,1275.9610566251085,541.0099143112012,357.8665877444553,724.1532408779472,20,15,ok
district,57.0,beans,B,2025,4669220.535736084,11041.757021759251,422.8693428532039,391.5328074352027,454.20587827120505,162,42,ok
district,23.0,irish_potato,B,2020,4033020.7405700684,831.5529536398968,4849.986670020974,3793.5989306459987,5906.374409395949,25,12,ok
district,23.0,irish_potato,B,2022,4171567.6073669433,1069.9490930873765,3898.846808991384,2655.5687444793493,5142.124873503419,17,10,ok
district,23.0,irish_potato,B,2023,7323111.294250488,1831.67594929388,3998.038679862332,2182.180107709141,5813.897252015524,28,11,use_with_caution
district,23.0,irish_potato,B,2025,10652586.469360352,1852.1255079053592,5751.546762836702,3193.2448872708846,8309.84863840252,27,10,use_with_caution
district,25.0,irish_potato,A,2022,5646358.184337769,1003.1461749800883,5628.649468209202,3902.5024317608068,7354.796504657596,15,11,ok
district,25.0,irish_potato,A,2023,14012420.038208008,1931.310556601174,7255.394524880468,5438.701936745165,9072.087113015772,22,10,ok
district,25.0,irish_potato,B,2022,11529864.760166626,1570.534138607741,7341.36525703778,5300.9437392674645,9381.786774808095,25,11,ok
district,25.0,irish_potato,B,2025,8720406.435791016,1123.7285040850315,7760.243158458807,6171.4342274403225,9349.05208947729,16,10,ok
district,32.0,irish_potato,A,2020,11178137.589104755,1773.7296414575676,6302.052650999894,5026.93767119017,7577.167630809618,30,12,ok
district,32.0,irish_potato,A,2022,15570578.402409973,1933.8053880619045,8051.781476322752,3629.8313045163177,12473.731648129185,32,11,use_with_caution
district,32.0,irish_potato,A,2023,13711722.117802735,1870.8371973094213,7329.190448812168,6058.8948953189265,8599.48600230541,32,10,ok
district,32.0,irish_potato,B,2020,7328490.175386201,2157.14020521669,3397.3175028973305,2878.6479690801752,3915.987036714486,35,12,ok
district,32.0,irish_potato,B,2021,6628084.326953126,1929.8431794699823,3434.5196529251057,3025.2263821249776,3843.8129237252338,33,11,ok
district,32.0,irish_potato,B,2022,11151865.823048402,2729.345064163692,4085.9127596112453,3070.9580545810513,5100.867464641439,46,12,ok
district,32.0,irish_potato,B,2023,10936865.351409912,2930.9000202628176,3731.572307413335,3206.0927281423847,4257.051886684285,49,15,ok
district,32.0,irish_potato,B,2025,13487234.940185547,2942.7173809814035,4583.2586667522655,4210.713271140939,4955.8040623635925,51,10,ok
district,33.0,irish_potato,A,2020,30126014.965949994,2800.7111468799676,10756.55909732455,8958.494136027324,12554.624058621777,57,14,ok
district,33.0,irish_potato,A,2021,36327143.91631317,2375.2738649687267,15293.875982924377,12978.799326162507,17608.952639686246,49,16,ok
district,33.0,irish_potato,A,2022,35399905.36879425,2965.1209928102644,11938.772635123783,10467.243560101284,13410.301710146283,59,15,ok
district,33.0,irish_potato,A,2023,40741285.49880127,3422.952003573469,11902.382930367843,10441.10505161957,13363.660809116116,46,14,ok
district,33.0,irish_potato,A,2024,55617777.13330078,4204.531175381871,13228.056782870533,12401.942149765464,14054.171415975603,80,17,ok
district,33.0,irish_potato,A,2025,39743103.64826965,2469.943333966686,16090.694511781741,13979.18600735394,18202.203016209543,40,13,ok
district,33.0,irish_potato,B,2020,36714321.47421753,3164.8701202800758,11600.577615794384,9455.19989015258,13745.955341436187,54,14,ok
district,33.0,irish_potato,B,2021,46585778.69267982,3778.086642889998,12330.521530084508,10744.535888743394,13916.507171425623,75,15,ok
district,33.0,irish_potato,B,2022,35400181.536442265,3709.814867453643,9542.30407749171,8342.335128559283,10742.273026424136,69,16,ok
district,33.0,irish_potato,B,2023,29889033.072497558,3050.4291649254765,9798.304257043046,7482.716214319256,12113.892299766836,60,14,ok
district,33.0,irish_potato,B,2024,34253390.14758301,3066.717245773256,11169.399524782795,9946.763427743572,12392.035621822019,62,15,ok
district,33.0,irish_potato,B,2025,24404783.41519165,3109.24321712186,7849.107229952399,6236.922807074931,9461.291652829868,57,16,ok
district,34.0,irish_potato,A,2020,98251367.09690715,5865.3487383180045,16751.155213506114,13098.829662797201,20403.480764215026,99,17,ok
district,34.0,irish_potato,A,2021,50287841.13414032,3317.3484413953447,15159.047058978293,13791.35871736659,16526.735400589994,59,15,ok
district,34.0,irish_potato,A,2022,60500390.51312806,4725.179223040445,12803.829792978458,10923.425459605613,14684.234126351304,83,16,ok
district,34.0,irish_potato,A,2023,65556036.10337158,5077.483170139145,12911.128192193508,10324.615565308866,15497.64081907815,62,14,ok
district,34.0,irish_potato,A,2024,70539357.825531,5009.881149177807,14080.04615780307,13144.24607082338,15015.84624478276,98,19,ok
district,34.0,irish_potato,A,2025,82326759.28413391,5555.497832949788,14818.97064127214,13266.99014060156,16370.951141942722,91,20,ok
district,34.0,irish_potato,B,2020,49465122.57610656,4165.115337203671,11876.05109857916,10664.461691015038,13087.640506143283,57,11,ok
district,34.0,irish_potato,B,2021,77965282.91316316,7489.09006629958,10410.514791910686,9383.80970133716,11437.21988248421,125,15,ok
district,34.0,irish_potato,B,2022,48555429.19836258,4667.520984629519,10402.830401461308,8264.268415868606,12541.39238705401,78,16,ok
district,34.0,irish_potato,B,2023,48029071.844331056,4873.822425414501,9854.497692382865,8157.767672995478,11551.227711770252,81,17,ok
district,34.0,irish_potato,B,2024,49547396.33468628,4473.074528428673,11076.809925653433,10286.884575715476,11866.73527559139,90,17,ok
district,34.0,irish_potato,B,2025,46558895.37937927,6011.769655189153,7744.623970945266,6944.915590008123,8544.332351882409,88,18,ok
district,41.0,irish_potato,B,2025,3394368.6040649414,1375.0175835386735,2468.6001435191624,1623.7423052574973,3313.4579817808276,21,12,ok
district,43.0,irish_potato,A,2020,25865535.267474484,1737.05123272209,14890.484966837303,9368.315500793804,20412.6544328808,23,13,ok
district,43.0,irish_potato,A,2021,24707855.52959015,1742.1461475704662,14182.424111804183,12192.519427447673,16172.328796160693,24,10,ok
district,43.0,irish_potato,A,2022,19355470.86168579,1586.4940263357162,12200.153634609402,9757.79494285632,14642.512326362483,24,10,ok
district,43.0,irish_potato,A,2023,11243453.489252929,839.7274090565681,13389.408715245967,10534.699863516085,16244.117566975849,11,10,ok
district,43.0,irish_potato,B,2020,22567175.487774048,2305.635957466386,9787.831168530452,8321.803189171877,11253.859147889028,34,12,ok
district,43.0,irish_potato,B,2021,30610903.779280394,3697.86168069785,8278.001294386866,6736.112815143539,9819.889773630193,64,14,ok
district,43.0,irish_potato,B,2022,20183248.918103483,2314.4330949497516,8720.601585824488,6438.809572443253,11002.393599205723,34,15,ok
district,43.0,irish_potato,B,2023,17227863.09765625,2335.0849914489368,7377.831282691873,6177.915061397725,8577.74750398602,43,14,ok
district,43.0,irish_potato,B,2024,12912131.887878418,1364.2656734867126,9464.528895518075,6144.628586323337,12784.429204712813,25,10,ok
district,43.0,irish_potato,B,2025,18845549.079284668,2235.8143931356335,8428.941658638576,7424.90356489122,9432.97975238593,36,11,ok
district,44.0,irish_potato,A,2020,20451702.170714337,2215.2350300902467,9232.294493772588,7243.408462196874,11221.180525348302,38,17,ok
district,44.0,irish_potato,A,2021,19320514.36883545,1959.125485907895,9861.805437073352,8239.178817967384,11484.43205617932,30,15,ok
district,44.0,irish_potato,A,2022,19845703.69426575,1722.446790160933,11521.809444349517,9665.539790515695,13378.07909818334,30,13,ok
district,44.0,irish_potato,A,2023,14870176.392055664,1568.0892328984573,9482.99119723539,7697.054014111103,11268.928380359675,22,13,ok
district,44.0,irish_potato,A,2024,19713057.80331421,1275.6082773242154,15453.849080272026,13652.450078063363,17255.248082480688,21,11,ok
district,44.0,irish_potato,A,2025,16144027.932128906,1432.975904533848,11266.084712974021,10608.842340966114,11923.32708498193,26,14,ok
district,44.0,irish_potato,B,2021,24432586.35065857,2068.3205652421266,11812.765758483083,10268.409672937882,13357.121844028285,38,11,ok
district,44.0,irish_potato,B,2022,20545093.241743166,2503.0394318526937,8208.058163325117,7082.036515331282,9334.079811318952,45,17,ok
district,44.0,irish_potato,B,2023,22716344.352614745,2315.394921022485,9811.00206550645,8411.795820895235,11210.208310117667,41,12,ok
district,44.0,irish_potato,B,2024,12537850.148071289,1308.5699961442344,9581.33702057565,8157.583748387854,11005.090292763445,22,12,ok
district,44.0,irish_potato,B,2025,16290346.90927124,2034.1014755206413,8008.620565550507,7068.433815246234,8948.807315854781,35,17,ok
district,45.0,irish_potato,A,2020,13606653.610058324,1349.7032254635003,10081.218858601806,7770.941602315118,12391.496114888494,23,14,ok
district,45.0,irish_potato,A,2021,9704817.118696291,961.8408579265993,10089.83662808478,7430.713295132055,12748.959961037506,16,10,ok
district,45.0,irish_potato,A,2022,7711241.82434082,942.4990867098987,8181.696866422896,5994.465192086491,10368.928540759302,15,10,ok
district,45.0,irish_potato,A,2023,8582693.958373414,1215.6046978898437,7060.431712111699,4836.7389952073645,9284.124429016034,19,11,ok
district,45.0,irish_potato,A,2024,8781110.73223877,953.4450473270224,9209.876077133718,7180.713696414445,11239.038457852992,14,12,ok
district,45.0,irish_potato,A,2025,10435766.012817383,1068.266018438608,9768.883248828264,7904.327677009573,11633.438820646956,17,15,ok
district,45.0,irish_potato,B,2020,9345789.965494994,1110.5139815374228,8415.73372408734,5118.240447449338,11713.227000725343,14,11,ok
district,45.0,irish_potato,B,2021,8422495.496118164,1351.1623263826118,6233.518602215043,5081.93588256572,7385.101321864366,21,13,ok
district,45.0,irish_potato,B,2022,7530273.283728028,1265.3789020663105,5951.002716602441,4897.730958823701,7004.274474381181,21,12,ok
district,45.0,irish_potato,B,2023,7525165.75348999,1404.9717925132445,5356.097391840734,3321.5498882735174,7390.6448954079515,19,14,ok
district,45.0,irish_potato,B,2025,6863061.917053223,1428.48905636391,4804.420367435315,3605.074157695338,6003.766577175292,22,16,ok
district,53.0,irish_potato,B,2025,3673851.8146514893,1169.568676334041,3141.2022987542796,2335.6282322301113,3946.776365278448,14,11,ok
district,54.0,irish_potato,B,2021,2053122.8293579102,1432.734667879181,1433.0098066218113,866.3478281120645,1999.6717851315582,15,11,use_with_caution
district,54.0,irish_potato,B,2025,3599799.007461548,1802.9258999215697,1996.6427947028467,1467.6268716957175,2525.658717709976,20,10,ok
district,55.0,irish_potato,B,2025,2565432.9627990723,1313.7679075862395,1952.7292058096418,1542.5127369421275,2362.945674677156,20,12,ok
district,56.0,irish_potato,B,2023,2127161.1169281006,628.3348816582063,3385.393965896687,2055.591660638884,4715.196271154489,11,10,use_with_caution
district,12.0,maize,A,2024,1316596.3864440918,849.8708683502077,1549.1722748420643,1182.540230732906,1915.8043189512227,21,11,ok
district,23.0,maize,A,2020,2286176.875215468,1670.9849627602875,1368.161249900747,944.8367459322205,1791.4857538692734,26,14,ok
district,23.0,maize,A,2021,2138336.012854004,1567.7424378070243,1363.9587481251908,1036.9296006743825,1690.9878955759991,27,13,ok
district,23.0,maize,A,2023,2362366.2061157227,1480.530551205381,1595.6213832888425,936.323299115678,2254.919467462007,24,16,use_with_caution
district,25.0,maize,A,2021,627264.6892700195,954.1410298964717,657.412971055317,404.16607839299684,910.6598637176372,13,12,ok
district,25.0,maize,A,2023,882975.2543334961,977.8042256494032,903.018448040632,599.4325954203434,1206.6043006609207,13,10,ok
district,25.0,maize,A,2024,2691272.263092041,1850.639911070916,1454.2387457399388,1055.1511670039342,1853.3263244759435,28,13,ok
district,26.0,maize,A,2023,2013691.322265625,1170.4732470153358,1720.4078157279243,967.6862768867605,2473.1293545690883,19,10,use_with_caution
district,28.0,maize,A,2024,2219105.379699707,1365.2910408802425,1625.3716704014887,1263.5974420879988,1987.1458987149786,25,12,ok
district,31.0,maize,A,2020,4248836.070378642,3116.1394510126565,1363.4935589926474,1131.0701097004862,1595.9170082848086,48,24,ok
district,31.0,maize,A,2021,1490184.2819006348,1464.3657367841329,1017.6312136155285,679.5743268682243,1355.6881003628328,22,17,ok
district,31.0,maize,A,2022,1814393.6234680177,1159.2774346351564,1565.107341228493,975.1595424124504,2155.0551400445356,18,13,ok
district,31.0,maize,A,2023,1954213.51121521,2182.1836402500303,895.5311895708741,670.7204232584993,1120.3419558832488,34,15,ok
district,31.0,maize,A,2024,2045527.0690917969,1032.4240697990056,1981.2857225326259,1557.8955701008783,2404.675874964373,16,12,ok
district,32.0,maize,A,2020,4520019.369057824,4619.183791035955,978.5320466852669,766.4404330509755,1190.6236603195582,77,21,ok
district,32.0,maize,A,2021,3087733.979660797,3042.475342597902,1014.8755969947318,794.0218307426758,1235.729363246788,49,20,ok
district,32.0,maize,A,2022,1544249.326928711,1592.0186570518601,969.9944910120529,626.0499755324638,1313.939006491642,28,13,ok
district,32.0,maize,A,2023,2969253.954772949,3598.249776850118,825.1939523142868,643.1080212373143,1007.2798833912592,58,20,ok
district,32.0,maize,A,2025,2415598.2387695312,2117.9557449155213,1140.5329146128508,951.1492480510569,1329.9165811746448,39,14,ok
district,33.0,maize,A,2021,1955581.113149414,1122.746930313106,1741.7826407274624,1412.0740104549945,2071.4912709999303,24,13,ok
district,33.0,maize,A,2023,1032106.8073425293,1041.719504308795,990.772278980565,539.780778078439,1441.763779882691,20,10,use_with_caution
district,33.0,maize,A,2024,1792276.9669799805,1103.4427005823384,1624.2592080532247,1310.0107436951198,1938.5076724113296,22,10,ok
district,33.0,maize,B,2021,2498374.2911026003,1445.2662936403344,1728.660179854952,1490.7440408138352,1966.5763188960689,28,10,ok
district,33.0,maize,B,2025,1124401.5681762695,893.4400850455436,1258.5080824070621,996.7314642264162,1520.2847005877081,19,11,ok
district,34.0,maize,A,2024,1570547.9165649414,962.5911544598268,1631.5835744888795,1272.6674743486892,1990.49967462907,18,12,ok
district,34.0,maize,B,2020,3038293.45413208,2758.4183838460967,1101.4621537925477,807.6573248583138,1395.2669827267816,49,15,ok
district,34.0,maize,B,2021,1574297.8141174316,1749.0675757259958,900.0783251407416,590.5293824819394,1209.627267799544,30,13,ok
district,34.0,maize,B,2023,1047183.4745971679,1070.8307760697737,977.9168641758714,727.9777876200806,1227.8559407316623,20,12,ok
district,34.0,maize,B,2024,1559018.7495422363,1548.279787333507,1006.9360604566338,774.7859610741472,1239.0861598391202,30,16,ok
district,34.0,maize,B,2025,1626996.0236816406,1578.5087733560488,1030.7171243796788,835.06687432369,1226.3673744356677,28,14,ok
district,35.0,maize,A,2020,499396.9684033206,1306.1922731920768,382.3303648726177,226.91890973153235,537.741820013703,21,14,use_with_caution
district,35.0,maize,A,2021,637736.3824237061,985.68525896803,646.9979911147182,241.7974911852432,1052.1984910441931,16,13,use_with_caution
district,35.0,maize,B,2020,1014138.1332745361,2242.462936078641,452.24298558438744,366.1788776271559,538.307093541619,40,14,ok
district,35.0,maize,B,2021,498463.4882015991,1448.9020008592702,344.028435260622,251.05492045853595,437.0019500627081,30,13,ok
district,35.0,maize,B,2022,1989399.5333618163,2415.0716471986907,823.7434842437808,512.6724742949473,1134.8144941926143,42,15,ok
district,35.0,maize,B,2025,2158171.7810668945,1810.2782347267514,1192.1768376078692,964.4017854014135,1419.9518898143249,33,17,ok
district,37.0,maize,A,2023,1550424.845756836,906.5003707408997,1710.3411049789695,842.2842300245909,2578.3979799333483,19,10,use_with_caution
district,37.0,maize,A,2025,2476698.6611175537,1393.1034178389884,1777.8282856842468,1365.9644744051152,2189.6920969633784,30,12,ok
district,41.0,maize,A,2020,881675.7611299674,858.1231969520871,1027.446600047097,765.248450038739,1289.644750055455,16,11,ok
district,41.0,maize,A,2021,1239577.466430664,926.7671588756202,1337.5284768771414,841.0116629434146,1834.0452908108682,16,10,ok
district,41.0,maize,A,2023,1218583.8812561035,1407.9622103578013,865.4947357901235,484.43178312964955,1246.5576884505974,25,16,use_with_caution
district,42.0,maize,A,2020,11443140.424390318,7860.88124775274,1455.7070719853032,1303.1454984729983,1608.268645497608,131,32,ok
district,42.0,maize,A,2021,6074397.409545898,3710.6946458167804,1636.9973790200759,1414.1223247190228,1859.872433321129,62,22,ok
district,42.0,maize,A,2022,6110140.176330566,3579.5638095597196,1706.9510424741118,1350.6832754755865,2063.218809472637,61,17,ok
district,42.0,maize,A,2023,9912509.496551514,6847.397905961992,1447.6315868719628,1095.0656928224175,1800.197480921508,111,26,ok
district,42.0,maize,A,2024,6316743.103271484,3304.4245719225996,1911.6015408383917,1730.196126380618,2093.0069552961654,54,18,ok
district,42.0,maize,A,2025,5389152.7535095215,3172.8430543696054,1698.5248438581411,1308.9459417009975,2088.1037460152847,52,21,ok
district,43.0,maize,A,2020,6565152.653752234,3398.343859328823,1931.8682645166048,1405.99966144582,2457.7368675873895,73,15,ok
district,43.0,maize,A,2021,5328421.580825806,3228.8156818501993,1650.271215782895,1275.9645444883893,2024.5778870774009,70,18,ok
district,43.0,maize,A,2022,5194631.9662536625,2260.9347668295327,2297.5594176642253,1511.5905191657644,3083.528316162686,49,16,ok
district,43.0,maize,A,2023,4169996.8139953613,2541.4813713072886,1640.7741017005355,1091.241178544432,2190.307024856639,55,16,ok
district,43.0,maize,A,2024,5461681.938323975,2455.924029595092,2223.880654494203,1634.5659613648027,2813.1953476236035,48,18,ok
district,43.0,maize,A,2025,6292994.931060791,3313.611036013219,1899.1350712762676,1482.4281030923767,2315.8420394601585,68,20,ok
district,43.0,maize,B,2021,1543245.1160601806,1250.4271162518185,1234.1743840985232,965.5793282757951,1502.7694399212514,24,10,ok
district,44.0,maize,A,2020,5503754.766938583,3097.472675186468,1776.8533717919743,1432.1169573680927,2121.589786215856,56,20,ok
district,44.0,maize,A,2021,5827280.993004151,4200.628516839666,1387.240259319168,1118.2683053260848,1656.2122133122512,75,26,ok
district,44.0,maize,A,2022,6366629.8832800295,4484.488690158174,1419.7002876275444,1120.06056651216,1719.3400087429288,80,26,ok
district,44.0,maize,A,2023,3000909.3818444824,2268.3961133894277,1322.9212323770632,1021.1988721967905,1624.643592557336,40,18,ok
district,44.0,maize,A,2024,5494464.839904785,2732.6108240655326,2010.701557468843,1643.1263680097104,2378.2767469279756,52,18,ok
district,44.0,maize,A,2025,9757367.263458252,4507.386250354353,2164.7506385083298,1821.642006021202,2507.859270995458,81,23,ok
district,45.0,maize,A,2020,2132309.187675282,2131.8034000227926,1000.2372581132406,684.6708944583686,1315.8036217681126,35,20,ok
district,45.0,maize,A,2021,1599308.3626708984,1561.641506516389,1024.1200403532655,616.3120179037719,1431.928062802759,25,13,use_with_caution
district,45.0,maize,A,2022,1795766.5953979492,1147.696363665426,1564.6704583630165,1259.9185945756115,1869.4223221504215,21,10,ok
district,45.0,maize,A,2023,1385586.0072631836,1257.2183327766604,1102.1045200661476,721.3608707052207,1482.8481694270745,20,14,ok
district,45.0,maize,A,2024,3465261.9525756836,1941.5943173825558,1784.7507697937483,1171.198836199259,2398.3027033882377,35,15,ok
district,51.0,maize,A,2020,3797697.307729058,1913.6541762231423,1984.5264389537363,1518.196964379805,2450.855913527668,32,20,ok
district,51.0,maize,A,2021,2491137.855528259,1569.2688759957048,1587.4512606691612,1079.7705899552775,2095.131931383045,27,15,ok
district,51.0,maize,A,2023,2719798.8817749023,2239.8392758884634,1214.2830564019182,814.0039624339911,1614.5621503698453,34,16,ok
district,51.0,maize,A,2024,2587088.2033691406,2052.0446722311717,1260.7367853041037,944.8819870846254,1576.591583523582,21,14,ok
district,51.0,maize,A,2025,5321578.990142822,2931.241700446731,1815.4691881368212,1106.2003319272244,2524.738044346418,43,21,ok
district,52.0,maize,A,2020,26442726.431397058,9440.353221175854,2801.0314669246513,2261.928518543132,3340.1344153061705,74,37,ok
district,52.0,maize,A,2021,15449359.585698852,8243.338852551913,1874.1628679883943,1759.9459999048388,1988.3797360719498,78,28,ok
district,52.0,maize,A,2022,12118568.676078796,5363.020843764026,2259.6534731297825,1835.8840338824205,2683.4229123771447,54,29,ok
district,52.0,maize,A,2023,20925040.40233612,7783.885731803443,2688.2512312379504,2373.629625312025,3002.872837163876,76,35,ok
district,52.0,maize,A,2024,22756818.652061462,7202.249794298208,3159.6819468934987,2659.787807213951,3659.5760865730463,54,26,ok
district,52.0,maize,A,2025,28175715.612155914,9035.6341719613,3118.288664185706,2687.9024963749243,3548.6748319964872,74,33,ok
district,52.0,maize,B,2020,4947297.747380981,3870.421675390757,1278.232234703859,950.4889602744399,1605.975509133278,35,24,ok
district,52.0,maize,B,2021,5550721.692170181,3750.267758345128,1480.086769756284,1206.2774258895524,1753.8961136230155,46,25,ok
district,52.0,maize,B,2022,9424400.196507873,6531.9897412741275,1442.806950071779,999.7316067499188,1885.8822933936394,51,23,ok
district,52.0,maize,B,2023,4674659.368341064,7056.082616047794,662.5006569097405,457.19201464275676,867.8092991767244,75,34,ok
district,52.0,maize,B,2024,9053515.051849365,6864.319525478196,1318.9238959878783,926.4178588855735,1711.429933090183,43,30,ok
district,52.0,maize,B,2025,12547909.268829346,6868.903442722301,1826.7703678560265,1139.353352423487,2514.187383288566,50,32,ok
district,53.0,maize,A,2020,6863208.07569711,3220.859728975956,2130.862146511176,1452.831645212364,2808.892647809988,38,20,ok
district,53.0,maize,A,2021,7187713.317008972,3959.4329162781023,1815.339082386949,1445.8200368980279,2184.85812787587,43,23,ok
district,53.0,maize,A,2022,5185997.537086487,2977.593128231751,1741.6743368716063,1214.4364030772458,2268.912270665967,30,16,ok
district,53.0,maize,A,2023,9182785.322685242,4297.673761360291,2136.6873877785283,1802.9534464529268,2470.4213291041297,52,25,ok
district,53.0,maize,A,2024,13692691.704666138,5415.905335540365,2528.2368978666736,1751.0074236710475,3305.4663720623,56,25,ok
district,53.0,maize,A,2025,8730275.414150238,3652.4521094797983,2390.2504817218946,1627.4029267136025,3153.098036730187,41,20,ok
district,53.0,maize,B,2020,1194878.8442638398,831.7673375289718,1436.5541784961233,744.1499292358733,2128.9584277563736,12,11,use_with_caution
district,53.0,maize,B,2023,2340860.6271228027,1903.2771920254715,1229.9105127360108,646.7626013979035,1813.0584240741182,20,11,use_with_caution
