district_code,zone_id,crop,season,year,actual_yield_kg_ha,actual_yield_kg_ha_ci_low,actual_yield_kg_ha_ci_high,attainable_yield_kg_ha,yield_gap_kg_ha,yield_gap_pct,n_plots,n_segments,reliability
12.0,0,beans,A,2024,597.5528753821103,552.1851915657676,642.920559198453,1024.449621601022,426.89674621891174,41.67083839142352,7,5,suppressed
12.0,0,beans,A,2025,396.91662538576924,306.1028240108932,487.7304267606453,1024.449621601022,627.5329962152528,61.2556228225783,13,11,ok
12.0,0,beans,B,2020,694.9908879318674,570.7026726475639,819.2791032161709,1219.168459395855,524.1775714639876,42.994679482090426,9,7,suppressed
12.0,0,beans,B,2021,743.3721240707339,619.9352174625255,866.8090306789422,1219.168459395855,475.79633532512116,39.02629957806623,19,11,ok
12.0,0,beans,B,2022,591.0074958399763,206.12467898086373,975.8903126990888,1219.168459395855,628.1609635558788,51.523721657559676,2,2,suppressed
12.0,0,beans,B,2023,753.2615579698407,472.5620161803277,1033.9610997593538,1219.168459395855,465.9069014260143,38.215137361484004,30,13,ok
12.0,0,beans,B,2024,672.4782101977299,510.3120752261003,834.6443451693596,1219.168459395855,546.6902491981251,44.841239533791025,4,3,suppressed
12.0,0,beans,B,2025,478.1656884756898,382.716244095811,573.6151328555686,1219.168459395855,741.0027709201652,60.77935868578494,26,19,ok
13.0,2,beans,A,2020,532.5095953430058,386.7463309745865,678.2728597114251,1034.7062121999309,502.19661685692506,48.53518911316716,4,4,suppressed
13.0,2,beans,A,2021,357.26767277317117,225.08173493210475,489.4536106142376,1034.7062121999309,677.4385394267597,65.47158328028495,11,8,suppressed
13.0,2,beans,A,2022,871.5827362590258,461.30879234396406,1281.8566801740874,1034.7062121999309,163.1234759409051,15.765197310846494,4,4,suppressed
13.0,2,beans,A,2025,291.79407864844956,212.48218310402564,371.1059741928735,1034.7062121999309,742.9121335514812,71.79933055315728,4,3,suppressed
13.0,2,beans,B,2020,606.1469082094035,444.5576803048591,767.7361361139479,1007.0473574111334,400.9004492017299,39.809493193283835,18,9,suppressed
13.0,2,beans,B,2021,515.9751412322444,352.2703671573994,679.6799153070893,1007.0473574111334,491.072216178889,48.76356733027062,12,6,suppressed
13.0,2,beans,B,2022,485.79623084368535,311.53840581889006,660.0540558684806,1007.0473574111334,521.251126567448,51.76033904775383,9,5,suppressed
13.0,2,beans,B,2023,757.5082610145662,216.97743249771986,1298.0390895314126,1007.0473574111334,249.53909639656717,24.77928118872877,5,4,suppressed
13.0,2,beans,B,2024,604.509631870376,580.1698779336813,628.8493858070707,1007.0473574111334,402.5377255407574,39.97207505470061,6,3,suppressed
13.0,2,beans,B,2025,543.2012017699723,383.2267050416299,703.1756984983147,1007.0473574111334,463.8461556411611,46.06001418181499,16,10,ok
21.0,2,beans,A,2020,489.1856610915736,336.80762044329026,641.5637017398569,1034.7062121999309,545.5205511083573,52.72226499428315,39,19,ok
21.0,2,beans,A,2021,508.6877438968085,364.0196643268556,653.3558234667614,1034.7062121999309,526.0184683031223,50.83747078165628,39,19,ok
21.0,2,beans,A,2022,580.4424254689399,447.3892308021369,713.4956201357428,1034.7062121999309,454.263786730991,43.90268284609622,10,8,suppressed
21.0,2,beans,A,2023,434.99377053225084,322.7932698834593,547.1942711810424,1034.7062121999309,599.71244166768,57.95968310585543,35,21,ok
21.0,2,beans,A,2024,371.5167235176715,290.46089239587997,452.572554639463,1034.7062121999309,663.1894886822594,64.09447250463735,18,13,ok
21.0,2,beans,A,2025,514.828242661823,407.429274265632,622.227211058014,1034.7062121999309,519.8779695381079,50.24401742333935,28,19,ok
21.0,2,beans,B,2020,643.8040942201189,558.8887409374257,728.7194475028122,1007.0473574111334,363.2432631910144,36.07012724057208,34,15,ok
21.0,2,beans,B,2021,489.6727471008479,365.05403571564244,614.2914584860533,1007.0473574111334,517.3746103102854,51.375400223513424,60,24,ok
21.0,2,beans,B,2022,490.3282773624839,297.5177757143165,683.1387790106513,1007.0473574111334,516.7190800486494,51.31030594003094,12,8,suppressed
21.0,2,beans,B,2023,517.4754767311985,412.4191837800543,622.5317696823427,1007.0473574111334,489.5718806799349,48.61458372111731,35,16,ok
21.0,2,beans,B,2024,518.9151829107354,445.196017215207,592.6343486062639,1007.0473574111334,488.1321745003979,48.47162061526715,15,11,ok
21.0,2,beans,B,2025,418.7590879606531,357.153249222098,480.36492669920824,1007.0473574111334,588.2882694504802,58.41714047716903,73,30,ok
22.0,2,beans,A,2020,403.9809923052138,325.62256534450336,482.3394192659243,1034.7062121999309,630.725219894717,60.9569375788038,16,10,ok
