district_code,crop,season,year,lead_months,model,predicted_yield_kg_ha,ci_low,ci_high,actual_yield_kg_ha,is_backtest,reliability
35.0,beans,B,2021,2,ridge,649.5138470720239,359.14675327074593,939.8809408733018,449.1028781371135,True,ok
36.0,beans,B,2021,2,ridge,649.3334887802322,358.96639497895427,939.7005825815102,493.65953941446367,True,ok
37.0,beans,B,2021,2,ridge,643.1807738340572,352.81368003277925,933.547867635335,459.0727527985817,True,ok
41.0,beans,A,2021,2,ridge,649.7907597139802,359.42366591270223,940.157853515258,406.9625297188873,True,ok
41.0,beans,B,2021,2,ridge,839.2920555582301,548.9249617569521,1129.659149359508,699.9808459995529,True,ok
42.0,beans,A,2021,2,ridge,716.1589268519243,425.7918330506464,1006.5260206532023,679.0400328452753,True,ok
42.0,beans,B,2021,2,ridge,940.2413090302899,649.874215229012,1230.608402831568,790.5863501907878,True,ok
43.0,beans,A,2021,2,ridge,920.3445996798348,629.9775058785569,1210.7116934811127,783.568874727607,True,ok
43.0,beans,B,2021,2,ridge,1063.163288149584,772.7961943483062,1353.530381950862,951.3544976734252,True,ok
44.0,beans,A,2021,2,ridge,1009.7165923036814,719.3494985024035,1300.0836861049593,583.8590446808932,True,ok
44.0,beans,B,2021,2,ridge,1132.380813590762,842.0137197894842,1422.74790739204,1013.0877910987398,True,ok
45.0,beans,A,2021,2,ridge,756.5000876360875,466.1329938348096,1046.8671814373654,832.7952464200988,True,ok
45.0,beans,B,2021,2,ridge,958.63023321502,668.263139413742,1248.997327016298,844.2429556221043,True,ok
51.0,beans,B,2021,2,ridge,525.7928738177636,235.4257800164857,816.1599676190415,457.24464844796006,True,ok
52.0,beans,B,2021,2,ridge,799.4547798302546,509.08768602897663,1089.8218736315325,642.976378830537,True,ok
53.0,beans,B,2021,2,ridge,577.1507324142701,286.7836386129922,867.517826215548,534.763722020416,True,ok
54.0,beans,B,2021,2,ridge,672.8457506272495,382.47865682597154,963.2128444285274,368.8230421540028,True,ok
55.0,beans,A,2021,2,ridge,401.49813504915244,111.13104124787452,691.8652288504304,401.7873114427177,True,ok
55.0,beans,B,2021,2,ridge,513.2052274798532,222.83813367857528,803.572321281131,584.0520418273522,True,ok
56.0,beans,A,2021,2,ridge,548.6862424511505,258.3191486498726,839.0533362524284,365.19559459502426,True,ok
56.0,beans,B,2021,2,ridge,770.3739099098536,480.0068161085757,1060.7410037111315,730.9308886678668,True,ok
57.0,beans,A,2021,2,ridge,352.74849501666444,62.38140121538652,643.1155888179424,546.0131227350576,True,ok
57.0,beans,B,2021,2,ridge,442.05847340450805,151.69137960323013,732.4255672057859,362.2824083177672,True,ok
22.0,beans,A,2022,2,ridge,363.14244215769577,72.77534835641785,653.5095359589736,403.187058914935,True,ok
22.0,beans,B,2022,2,ridge,610.5580537009806,320.1909598997027,900.9251475022586,646.909664003389,True,ok
23.0,beans,A,2022,2,ridge,636.2922260140491,345.9251322127712,926.6593198153271,610.2253771732477,True,ok
23.0,beans,B,2022,2,ridge,692.4670151357692,402.0999213344913,982.8341089370472,506.5332129125367,True,ok
25.0,beans,A,2022,2,ridge,498.3702367646291,208.0031429633512,788.7373305659071,561.4026592578149,True,ok
25.0,beans,B,2022,2,ridge,484.2222643294282,193.85517052815027,774.5893581307062,403.271101532528,True,ok
26.0,beans,A,2022,2,ridge,380.5293909233924,90.16229712211447,670.8964847246702,684.7895939402856,True,ok
31.0,beans,A,2022,2,ridge,756.093526204655,465.72643240337703,1046.460620005933,761.3897839272353,True,ok
31.0,beans,B,2022,2,ridge,730.0527025001946,439.6856086989167,1020.4197963014726,830.9060370638459,True,ok
33.0,beans,A,2022,2,ridge,705.9059191960879,415.53882539481,996.2730129973659,619.6150208082445,True,ok
33.0,beans,B,2022,2,ridge,594.2932914702615,303.92619766898355,884.6603852715393,579.7526250279614,True,ok
34.0,beans,A,2022,2,ridge,845.565967541107,555.1988737398292,1135.933061342385,595.4296850193938,True,ok
35.0,beans,A,2022,2,ridge,656.5327294363,366.16563563502206,946.899823237578,816.7576201174022,True,ok
35.0,beans,B,2022,2,ridge,618.356442007948,327.98934820667006,908.723535809226,548.3912707002257,True,ok
36.0,beans,B,2022,2,ridge,628.1486378061558,337.78154400487784,918.5157316074337,552.446503595374,True,ok
37.0,beans,B,2022,2,ridge,576.2645821476915,285.8974883464136,866.6316759489694,751.5243369886863,True,ok
41.0,beans,A,2022,2,ridge,634.3556616414476,343.98856784016965,924.7227554427254,527.4204177691764,True,ok
41.0,beans,B,2022,2,ridge,802.5735998074096,512.2065060061316,1092.9406936086875,870.0964805743428,True,ok
42.0,beans,A,2022,2,ridge,729.5780628041819,439.21096900290394,1019.9451566054597,648.1837391801954,True,ok
42.0,beans,B,2022,2,ridge,879.3172502463249,588.950156445047,1169.6843440476027,1086.5063887263952,True,ok
43.0,beans,A,2022,2,ridge,897.1535707773877,606.7864769761097,1187.5206645786657,990.1275329514121,True,ok
43.0,beans,B,2022,2,ridge,1073.1384810414374,782.7713872401596,1363.5055748427153,910.5000811157668,True,ok
44.0,beans,A,2022,2,ridge,993.4172588490986,703.0501650478207,1283.7843526503766,783.1740636695346,True,ok
44.0,beans,B,2022,2,ridge,1106.4892014956758,816.122107694398,1396.8562952969537,1199.6608433369024,True,ok
45.0,beans,A,2022,2,ridge,777.6747253644894,487.3076315632115,1068.0418191657673,764.7666453561189,True,ok
45.0,beans,B,2022,2,ridge,933.9974673678487,643.6303735665708,1224.3645611691265,983.2769502472865,True,ok
52.0,beans,A,2022,2,ridge,707.4555521786266,417.0884583773487,997.8226459799046,579.5546599128365,True,ok
52.0,beans,B,2022,2,ridge,759.0528812181136,468.6857874168357,1049.4199750193916,838.4882558678447,True,ok
53.0,beans,B,2022,2,ridge,591.3909720549433,301.0238782536654,881.7580658562213,453.3610518574898,True,ok
55.0,beans,A,2022,2,ridge,401.6164420274238,111.24934822614586,691.9835358287016,339.58058723940655,True,use_with_caution
55.0,beans,B,2022,2,ridge,547.0246277431306,256.6575339418527,837.3917215444085,420.5472495489038,True,ok
56.0,beans,A,2022,2,ridge,512.636008617775,222.2689148164971,803.003102419053,498.85653381437953,True,use_with_caution
56.0,beans,B,2022,2,ridge,753.9464812974858,463.57938749620786,1044.3135750987637,837.0733891924278,True,ok
57.0,beans,A,2022,2,ridge,386.6014708149417,96.23437701366379,676.9685646162196,339.3480763120284,True,use_with_caution
57.0,beans,B,2022,2,ridge,422.6044368865066,132.2373430852287,712.9715306877845,405.7924743852916,True,use_with_caution
12.0,beans,A,2023,2,ridge,482.1388869164839,191.77179311520598,772.5059807177618,543.1236660818237,True,ok
12.0,beans,B,2023,2,ridge,588.156118112438,297.78902431116006,878.5232119137158,753.2615579698407,True,ok
21.0,beans,A,2023,2,ridge,496.09525677185,205.7281629705721,786.4623505731279,434.99377053225084,True,ok
21.0,beans,B,2023,2,ridge,493.9717829129951,203.60468911171716,784.338876714273,517.4754767311985,True,ok
22.0,beans,A,2023,2,ridge,386.2975375081585,95.93044370688057,676.6646313094363,290.1344118082574,True,ok
22.0,beans,B,2023,2,ridge,554.1122631015731,263.74516930029523,844.4793569028511,850.65130658168,True,ok
23.0,beans,A,2023,2,ridge,618.2779170646771,327.9108232633992,908.6450108659551,680.2276416302495,True,ok
23.0,beans,B,2023,2,ridge,653.7079437900891,363.34084998881116,944.0750375913669,590.6125593605717,True,ok
24.0,beans,A,2023,2,ridge,564.3895463581506,274.0224525568727,854.7566401594286,420.0460704751517,True,ok
24.0,beans,B,2023,2,ridge,436.40788673751086,146.04079293623295,726.7749805387888,535.6666099310996,True,ok
25.0,beans,A,2023,2,ridge,520.6496108218887,230.28251702061078,811.0167046231666,425.8680595566155,True,ok
25.0,beans,B,2023,2,ridge,455.1907428612047,164.82364905992677,745.5578366624826,506.0788012899783,True,ok
26.0,beans,A,2023,2,ridge,467.593566029631,177.2264722283531,757.960659830909,265.1147502476002,True,use_with_caution
26.0,beans,B,2023,2,ridge,524.4121197397136,234.04502593843569,814.7792135409916,751.6845966664911,True,ok
28.0,beans,A,2023,2,ridge,439.2625101455039,148.89541634422596,729.6296039467818,225.23407252546866,True,use_with_caution
28.0,beans,B,2023,2,ridge,418.7452792610611,128.3781854597832,709.112373062339,693.6588092537264,True,ok
31.0,beans,A,2023,2,ridge,762.5439892432355,472.1768954419576,1052.9110830445134,804.3140764560447,True,ok
31.0,beans,B,2023,2,ridge,756.34499580615,465.9779020048721,1046.712089607428,759.7565767598445,True,ok
32.0,beans,B,2023,2,ridge,706.4258679152897,416.0587741140118,996.7929617165676,562.6499655702936,True,ok
33.0,beans,A,2023,2,ridge,681.9719068659974,391.6048130647195,972.3390006672753,796.3130123203575,True,ok
33.0,beans,B,2023,2,ridge,612.0643955157113,321.6973017144334,902.4314893169892,497.4042138184814,True,ok
34.0,beans,A,2023,2,ridge,767.1000292238368,476.7329354225589,1057.4671230251147,1098.029163536528,True,ok
35.0,beans,A,2023,2,ridge,685.7277785539833,395.36068475270537,976.0948723552613,702.8239283197457,True,ok
35.0,beans,B,2023,2,ridge,589.8775843555449,299.51049055426694,880.2446781568228,637.9829985161788,True,use_with_caution
36.0,beans,A,2023,2,ridge,528.9865832738982,238.61948947262027,819.3536770751762,497.0167031963794,True,use_with_caution
36.0,beans,B,2023,2,ridge,604.05711364903,313.6900198477521,894.4242074503079,654.4318578594581,True,ok
37.0,beans,B,2023,2,ridge,595.3789629420602,305.01186914078227,885.7460567433382,665.0696785492237,True,ok
41.0,beans,A,2023,2,ridge,656.8094555150383,366.44236171376036,947.1765493163161,514.0571902696358,True,ok
41.0,beans,B,2023,2,ridge,802.6099751262191,512.2428813249412,1092.977068927497,803.7400829182644,True,ok
42.0,beans,A,2023,2,ridge,770.091527374653,479.72443357337505,1060.4586211759308,506.0932314127646,True,ok
42.0,beans,B,2023,2,ridge,909.5145572117362,619.1474634104584,1199.881651013014,925.7772432824191,True,ok
43.0,beans,A,2023,2,ridge,911.1807839585131,620.8136901572352,1201.547877759791,835.7690223799259,True,ok
43.0,beans,B,2023,2,ridge,988.14116821117,697.7740744098921,1278.5082620124479,1224.2942485024867,True,ok
44.0,beans,A,2023,2,ridge,932.6328331751528,642.2657393738748,1222.9999269764307,1164.0278202576249,True,ok
44.0,beans,B,2023,2,ridge,1087.0783198394959,796.711226038218,1377.4454136407737,1252.9047621096956,True,ok
45.0,beans,A,2023,2,ridge,796.9499069628457,506.5828131615678,1087.3170007641236,729.6711427819811,True,ok
45.0,beans,B,2023,2,ridge,912.631005443151,622.2639116418732,1202.9980992444289,1032.6743570477004,True,ok
51.0,beans,A,2023,2,ridge,460.3840649401661,170.0169711388882,750.751158741444,442.7211935277576,True,ok
51.0,beans,B,2023,2,ridge,467.03078504436775,176.66369124308983,757.3978788456457,664.6152910464535,True,ok
52.0,beans,B,2023,2,ridge,728.8822575482827,438.5151637470048,1019.2493513495606,1064.5154374318447,True,ok
53.0,beans,A,2023,2,ridge,738.0751669539502,447.7080731526723,1028.442260755228,513.5258711697024,True,ok
53.0,beans,B,2023,2,ridge,560.4852618396516,270.11816803837365,850.8523556409295,560.5773063672456,True,ok
54.0,beans,B,2023,2,ridge,546.2923479650182,255.92525416374025,836.6594417662961,664.9715491924494,True,ok
55.0,beans,B,2023,2,ridge,489.5419046412046,199.1748108399267,779.9089984424825,606.5494001619927,True,ok
56.0,beans,A,2023,2,ridge,508.767563232544,218.40046943126606,799.1346570338219,618.3906215259053,True,ok
56.0,beans,B,2023,2,ridge,728.659085834585,438.29199203330705,1019.026179635863,841.5746343384426,True,ok
57.0,beans,B,2023,2,ridge,402.72406177927496,112.35696797799704,693.0911555805528,449.52151333712766,True,ok
21.0,beans,A,2024,2,ridge,496.49429190820985,206.12719810693193,786.8613857094878,371.5167235176715,True,ok
21.0,beans,B,2024,2,ridge,510.13705959761825,219.76996579634033,800.5041533988962,518.9151829107354,True,ok
22.0,beans,A,2024,2,ridge,389.76109878916543,99.39400498788751,680.1281925904434,320.8549530700469,True,ok
22.0,beans,B,2024,2,ridge,632.9488857818388,342.5817919805609,923.3159795831168,608.0802456429035,True,ok
23.0,beans,A,2024,2,ridge,625.9693225782719,335.60222877699397,916.3364163795497,610.2452718668352,True,ok
23.0,beans,B,2024,2,ridge,632.7204597743404,342.35336597306247,923.0875535756184,897.9584895621854,True,ok
24.0,beans,A,2024,2,ridge,564.1350894587945,273.76799565751656,854.5021832600723,404.02341332299517,True,ok
24.0,beans,B,2024,2,ridge,457.7503995326523,167.38330573137438,748.1174933339303,570.2137262663175,True,ok
25.0,beans,A,2024,2,ridge,490.96309656591114,200.59600276463323,781.3301903671891,590.0856226287689,True,ok
25.0,beans,B,2024,2,ridge,473.60241212604416,183.23531832476624,763.9695059273221,576.5471477427519,True,ok
26.0,beans,A,2024,2,ridge,435.6132186483632,145.2461248470853,725.9803124496411,385.79290014437305,True,ok
28.0,beans,A,2024,2,ridge,346.739613949004,56.37252014772611,637.1067077502819,636.1868668338752,True,use_with_caution
28.0,beans,B,2024,2,ridge,497.70332585951013,207.3362320582322,788.070419660788,462.65023021580174,True,ok
31.0,beans,A,2024,2,ridge,771.1204025803644,480.75330877908647,1061.4874963816424,733.8491395871204,True,ok
31.0,beans,B,2024,2,ridge,716.7854517925767,426.4183579912988,1007.1525455938547,1012.8103713665905,True,ok
33.0,beans,A,2024,2,ridge,651.2072761198002,360.8401823185223,941.5743699210782,845.3670323505708,True,ok
33.0,beans,B,2024,2,ridge,565.3374470958792,274.97035329460124,855.7045408971571,765.1801260571068,True,ok
34.0,beans,A,2024,2,ridge,807.903910480631,517.536816679353,1098.271004281909,853.8626205470827,True,ok
35.0,beans,A,2024,2,ridge,670.8285293602772,380.4614355589993,961.1956231615552,750.8095886080445,True,ok
35.0,beans,B,2024,2,ridge,593.8612100177876,303.49411621650967,884.2283038190656,736.8435718128505,True,ok
36.0,beans,B,2024,2,ridge,610.429909097527,320.0628152962491,900.797002898805,702.8129702617878,True,ok
37.0,beans,B,2024,2,ridge,618.0179114481211,327.6508176468432,908.385005249399,603.5605149607999,True,ok
41.0,beans,A,2024,2,ridge,586.0418293541481,295.67473555287023,876.408923155426,811.0935209536116,True,ok
41.0,beans,B,2024,2,ridge,788.7715620108999,498.40446820962194,1079.1386558121778,973.7996319884554,True,ok
42.0,beans,A,2024,2,ridge,724.5459845083342,434.17889070705627,1014.913078309612,679.1337830985763,True,ok
42.0,beans,B,2024,2,ridge,915.4759019360486,625.1088081347707,1205.8429957373264,992.3750803530803,True,ok
43.0,beans,A,2024,2,ridge,927.372573902684,637.0054801014062,1217.739667703962,879.089061632835,True,ok
43.0,beans,B,2024,2,ridge,1056.2714278334472,765.9043340321693,1346.638521634725,1151.045341355653,True,ok
44.0,beans,A,2024,2,ridge,986.1263223976686,695.7592285963906,1276.4934161989465,882.7954390427395,True,ok
44.0,beans,B,2024,2,ridge,1125.98602569927,835.6189318979921,1416.3531195005478,1182.5669602877256,True,ok
45.0,beans,A,2024,2,ridge,767.8910418111066,477.52394800982864,1058.2581356123844,802.6394796510332,True,ok
45.0,beans,B,2024,2,ridge,955.0072661947019,664.6401723934239,1245.3743599959798,884.1299463180432,True,ok
52.0,beans,B,2024,2,ridge,796.3763839483399,506.009290147062,1086.7434777496178,697.387988262925,True,use_with_caution
53.0,beans,A,2024,2,ridge,640.6247821024497,350.25768830117175,930.9918759037275,742.5147891643456,True,ok
53.0,beans,B,2024,2,ridge,538.4758487671379,248.10875496586,828.8429425684158,652.6724766424402,True,ok
54.0,beans,B,2024,2,ridge,516.2916357900111,225.9245419887332,806.6587295912891,814.0257437462234,True,ok
55.0,beans,A,2024,2,ridge,369.3964458555411,79.0293520542632,659.763539656819,508.7597564613849,True,ok
55.0,beans,B,2024,2,ridge,529.4025552327745,239.03546143149657,819.7696490340525,505.33440297213457,True,ok
56.0,beans,A,2024,2,ridge,493.7377202995,203.37062649822207,784.104814100778,619.6409017059796,True,ok
56.0,beans,B,2024,2,ridge,769.2343105216934,478.86721672041546,1059.6014043229713,755.1151177505078,True,ok
57.0,beans,B,2024,2,ridge,398.2494863722762,107.88239257099826,688.6165801735541,541.0099143112012,True,ok
12.0,beans,A,2025,2,ridge,536.3064671733079,245.93937337202993,826.6735609745858,396.91662538576924,True,ok
12.0,beans,B,2025,2,ridge,754.9861987143038,464.61910491302586,1045.3532925155816,478.1656884756898,True,ok
21.0,beans,A,2025,2,ridge,470.1802519842524,179.81315818297446,760.5473457855303,514.828242661823,True,ok
21.0,beans,B,2025,2,ridge,546.2763643628648,255.90927056158688,836.6434581641427,418.7590879606531,True,ok
22.0,beans,B,2025,2,ridge,675.8964314158604,385.5293376145825,966.2635252171383,380.1343322156419,True,ok
23.0,beans,A,2025,2,ridge,636.2847417400249,345.91764793874694,926.6518355413027,648.6858399732744,True,ok
23.0,beans,B,2025,2,ridge,690.0463743444263,399.6792805431484,980.4134681457042,636.2319370273411,True,ok
24.0,beans,A,2025,2,ridge,531.7693089626927,241.40221516141474,822.1364027639706,603.9523302942964,True,ok
24.0,beans,B,2025,2,ridge,517.1589449372236,226.7918511359457,807.5260387385015,367.3017268934273,True,ok
25.0,beans,A,2025,2,ridge,515.1161436787415,224.74904987746362,805.4832374800194,521.194830146367,True,ok
25.0,beans,B,2025,2,ridge,479.00330246902263,188.6362086677447,769.3703962703005,572.8304143923003,True,ok
26.0,beans,A,2025,2,ridge,432.56836844962487,142.20127464834695,722.9354622509028,365.83832847528817,True,ok
26.0,beans,B,2025,2,ridge,629.8481027775855,339.4810089763076,920.2151965788635,499.1640851203819,True,ok
27.0,beans,A,2025,2,ridge,418.888615803853,128.52152200257507,709.255709605131,654.8435814011353,True,ok
27.0,beans,B,2025,2,ridge,575.70470118184,285.33760738056213,866.071794983118,586.8725619939838,True,ok
28.0,beans,A,2025,2,ridge,376.62322384424937,86.25613004297145,666.9903176455273,448.8873999997824,True,ok
28.0,beans,B,2025,2,ridge,532.4178618051671,242.05076800388923,822.784955606445,333.0892004326192,True,ok
31.0,beans,A,2025,2,ridge,770.7707053156289,480.403611514351,1061.1377991169068,772.2864361210098,True,use_with_caution
31.0,beans,B,2025,2,ridge,774.6932289401467,484.3261351388688,1065.0603227414247,778.3580741525152,True,ok
32.0,beans,B,2025,2,ridge,662.5967452294517,372.2296514281738,952.9638390307296,768.8380593267212,True,ok
33.0,beans,A,2025,2,ridge,701.257299689421,410.89020588814304,991.6243934906988,671.9563082972529,True,ok
33.0,beans,B,2025,2,ridge,617.5886700107626,327.2215762094847,907.9557638120405,631.8988678932108,True,ok
34.0,beans,A,2025,2,ridge,798.0690891836934,507.70199538241553,1088.4361829849713,904.420727056187,True,ok
35.0,beans,A,2025,2,ridge,676.9594177313597,386.5923239300818,967.3265115326376,752.002274491179,True,ok
35.0,beans,B,2025,2,ridge,606.022463924322,315.65537012304407,896.3895577255998,720.1061634330072,True,ok
36.0,beans,A,2025,2,ridge,445.03167814506287,154.66458434378495,735.3987719463407,767.2628779845055,True,ok
36.0,beans,B,2025,2,ridge,624.1827097024478,333.8156159011699,914.5498035037258,704.1725107377937,True,ok
37.0,beans,A,2025,2,ridge,524.1182416559685,233.7511478546906,814.4853354572465,954.5175620014845,True,ok
37.0,beans,B,2025,2,ridge,629.8250322461297,339.4579384448518,920.1921260474076,585.4088235683117,True,ok
41.0,beans,A,2025,2,ridge,604.8439413032321,314.4768475019542,895.2110351045101,730.5672881458955,True,ok
41.0,beans,B,2025,2,ridge,831.0558093638253,540.6887155625475,1121.4229031651032,853.4061688413839,True,ok
42.0,beans,A,2025,2,ridge,694.3916474532514,404.02455365197346,984.7587412545292,885.8088378333373,True,ok
42.0,beans,B,2025,2,ridge,948.563623234543,658.1965294332651,1238.9307170358209,881.4090820444385,True,ok
43.0,beans,A,2025,2,ridge,892.6040479576023,602.2369541563244,1182.9711417588803,1034.861423318537,True,ok
43.0,beans,B,2025,2,ridge,1079.7337155045543,789.3666217032765,1370.1008093058322,1034.8128579681936,True,ok
44.0,beans,A,2025,2,ridge,958.7933098600988,668.426216058821,1249.1604036613767,1024.944008381124,True,ok
44.0,beans,B,2025,2,ridge,1134.851715453885,844.4846216526071,1425.2188092551628,1135.2257195346212,True,ok
45.0,beans,A,2025,2,ridge,761.5340398447465,471.1669460434686,1051.9011336460244,806.3633792628747,True,ok
45.0,beans,B,2025,2,ridge,954.5361748160763,664.1690810147984,1244.9032686173541,894.8435892473964,True,ok
51.0,beans,A,2025,2,ridge,389.8790020320091,99.5119082307312,680.246095833287,512.9031030731747,True,ok
51.0,beans,B,2025,2,ridge,548.4037055947297,258.03661179345175,838.7707993960075,432.1697713259053,True,ok
52.0,beans,B,2025,2,ridge,776.3353858792361,485.9682920779582,1066.702479680514,729.341388222946,True,ok
53.0,beans,A,2025,2,ridge,690.2596221754136,399.8925283741357,980.6267159766915,597.8191264192328,True,ok
53.0,beans,B,2025,2,ridge,577.8572255376458,287.4901317363679,868.2243193389238,534.4560990772308,True,ok
54.0,beans,B,2025,2,ridge,624.6638921693516,334.29679836807367,915.0309859706294,544.0481901744342,True,ok
55.0,beans,A,2025,2,ridge,349.2540605770733,58.88696677579537,639.6211543783512,598.4438230793397,True,ok
55.0,beans,B,2025,2,ridge,532.4470484679846,242.07995466670667,822.8141422692624,505.4309223758031,True,ok
56.0,beans,A,2025,2,ridge,491.8690912388794,201.50199743760146,782.2361850401574,602.2877163648919,True,ok
56.0,beans,B,2025,2,ridge,787.7966483077755,497.4295545064976,1078.1637421090534,678.8025136728012,True,ok
57.0,beans,A,2025,2,ridge,386.0562457410791,95.6891519398012,676.4233395423571,386.9859136238421,True,ok
57.0,beans,B,2025,2,ridge,432.97883522882387,142.61174142754595,723.3459290301018,422.8693428532039,True,ok
21.0,beans,A,2019,3,ridge,438.4024190632732,150.63114190627317,726.1736962202733,619.6374048688228,True,ok
22.0,beans,A,2019,3,ridge,333.82912152533277,46.057844368332724,621.6003986823328,484.7402067863524,True,ok
23.0,beans,A,2019,3,ridge,594.2613159366019,306.4900387796019,882.0325930936019,779.7380744947134,True,use_with_caution
24.0,beans,A,2019,3,ridge,533.2397869002439,245.46850974324383,821.0110640572439,519.6327234933982,True,ok
25.0,beans,A,2019,3,ridge,483.6035688817401,195.83229172474006,771.3748460387401,644.3704490955058,True,use_with_caution
26.0,beans,A,2019,3,ridge,408.0639718411675,120.29269468416743,695.8352489981676,422.9720924755827,True,ok
27.0,beans,A,2019,3,ridge,496.599802495141,208.82852533814093,784.371079652141,364.95553633224444,True,ok
28.0,beans,A,2019,3,ridge,397.6488285679284,109.87755141092833,685.4201057249284,294.7658700861436,True,ok
34.0,beans,A,2019,3,ridge,774.2956606879782,486.5243835309781,1062.0669378449782,1010.7052779667449,True,ok
35.0,beans,A,2019,3,ridge,683.317473103133,395.54619594613297,971.0887502601331,655.886373435089,True,ok
36.0,beans,A,2019,3,ridge,555.9340818125274,268.1628046555274,843.7053589695274,460.53444794522557,True,use_with_caution
37.0,beans,A,2019,3,ridge,664.014285519021,376.24300836202093,951.7855626760211,687.3621242639149,True,ok
41.0,beans,A,2019,3,ridge,573.0578547397103,285.2865775827102,860.8291318967104,764.497474888374,True,ok
42.0,beans,A,2019,3,ridge,626.1753896064723,338.4041124494723,913.9466667634724,1121.6692750376585,True,ok
44.0,beans,A,2019,3,ridge,868.2931365493027,580.5218593923028,1156.0644137063027,1351.4105369393735,True,ok
45.0,beans,A,2019,3,ridge,744.2185635966574,456.4472864396574,1031.9898407536575,801.5588380661203,True,ok
52.0,beans,A,2019,3,ridge,547.9578436801675,260.1865665231674,835.7291208371676,718.453788422265,True,ok
53.0,beans,A,2019,3,ridge,586.4802811617593,298.70900400475927,874.2515583187594,853.772418321337,True,ok
55.0,beans,A,2019,3,ridge,428.75226825842685,140.9809911014268,716.523545415427,97.01253696993886,True,use_with_caution
57.0,beans,A,2019,3,ridge,414.2820522379832,126.51077508098314,702.0533293949832,179.28323628366797,True,ok
21.0,beans,A,2020,3,ridge,471.1787603640396,183.40748320703955,758.9500375210396,489.1856610915736,True,ok
21.0,beans,B,2020,3,ridge,484.94392294368095,197.1726457866809,772.7152001006809,643.8040942201189,True,ok
22.0,beans,A,2020,3,ridge,355.95791412490485,68.1866369679048,643.7291912819048,403.9809923052138,True,ok
22.0,beans,B,2020,3,ridge,624.4959243659989,336.7246472089989,912.2672015229989,605.1067768391038,True,ok
23.0,beans,A,2020,3,ridge,629.728843833084,341.957566676084,917.500120990084,579.7426625557179,True,ok
23.0,beans,B,2020,3,ridge,685.4336311628673,397.66235400586726,973.2049083198674,676.3119637607537,True,ok
24.0,beans,A,2020,3,ridge,480.3031403890984,192.53186323209837,768.0744175460984,821.1798786620533,True,ok
24.0,beans,B,2020,3,ridge,503.3941697402027,215.62289258320266,791.1654468972027,411.7721534803894,True,ok
25.0,beans,A,2020,3,ridge,517.6468910200958,229.8756138630958,805.4181681770958,420.3821582192654,True,ok
25.0,beans,B,2020,3,ridge,519.7210037617915,231.94972660479146,807.4922809187915,428.07016360166745,True,ok
26.0,beans,A,2020,3,ridge,403.5482512548358,115.77697409783576,691.3195284118358,495.57931093779325,True,ok
26.0,beans,B,2020,3,ridge,573.4465793537745,285.67530219677445,861.2178565107745,622.1185189965653,True,ok
27.0,beans,A,2020,3,ridge,479.97414135731196,192.20286420031192,767.745418514312,447.9236478638276,True,ok
28.0,beans,A,2020,3,ridge,379.8236094968709,92.05233233987087,667.594886653871,424.7185172425853,True,ok
28.0,beans,B,2020,3,ridge,471.2106038798441,183.43932672284404,758.9818810368441,526.9222915356318,True,ok
31.0,beans,A,2020,3,ridge,753.3116095373899,465.5403323803899,1041.08288669439,747.3422583504642,True,ok
31.0,beans,B,2020,3,ridge,785.3159216001434,497.54464444314334,1073.0871987571434,684.470960651498,True,ok
32.0,beans,B,2020,3,ridge,641.4653306028936,353.69405344589353,929.2366077598936,808.9269975287929,True,ok
33.0,beans,A,2020,3,ridge,688.3731773409253,400.60190018392524,976.1444544979254,667.9757689057253,True,ok
33.0,beans,B,2020,3,ridge,588.6879444696399,300.91666731263985,876.4592216266399,702.7714628133276,True,ok
34.0,beans,A,2020,3,ridge,820.0754163707575,532.3041392137575,1107.8466935277575,695.6480124251204,True,ok
35.0,beans,A,2020,3,ridge,707.3258863454959,419.5546091884958,995.097163502496,520.4495994183198,True,ok
36.0,beans,A,2020,3,ridge,570.7407374065912,282.9694602495911,858.5120145635913,368.5905832469865,True,use_with_caution
36.0,beans,B,2020,3,ridge,642.4412000603725,354.6699229033724,930.2124772173725,630.8916389556109,True,ok
37.0,beans,A,2020,3,ridge,813.6976720741054,525.9263949171054,1101.4689492311054,356.38247263189714,True,use_with_caution
37.0,beans,B,2020,3,ridge,631.4894157321237,343.71813857512365,919.2606928891237,616.406456270704,True,ok
41.0,beans,A,2020,3,ridge,616.6211165453516,328.84983938835154,904.3923937023517,563.366221250828,True,ok
41.0,beans,B,2020,3,ridge,837.4486965037306,549.6774193467306,1125.2199736607306,692.3544124532317,True,ok
42.0,beans,A,2020,3,ridge,748.1081429464999,460.3368657894999,1035.8794201035,453.1014753227639,True,ok
42.0,beans,B,2020,3,ridge,932.1939591702195,644.4226820132194,1219.9652363272196,812.8980119838817,True,ok
43.0,beans,A,2020,3,ridge,907.273772142679,619.502494985679,1195.045049299679,815.0589056054384,True,ok
43.0,beans,B,2020,3,ridge,1067.6594882875727,779.8882111305727,1355.4307654445727,981.2169649921904,True,ok
44.0,beans,A,2020,3,ridge,957.9656689568851,670.1943917998851,1245.736946113885,815.3762934156711,True,ok
44.0,beans,B,2020,3,ridge,1156.1963720108506,868.4250948538506,1443.9676491678506,890.3783860541465,True,ok
45.0,beans,A,2020,3,ridge,780.8521509848143,493.0808738278143,1068.6234281418144,597.3695054639635,True,ok
